noi_dung_binh_luan,id,sentiment
đầu tẩy bọt không_lắm dần đâm nghiện sạch cực_kì tốt không_bị khô,406,Positive
dễ_dàng thoải_mái thư_giãn,407,Positive
đầu thử hiệu_quả đêm bôi thử hôm nổi nốt mụn_ẩn đẩy_nhân mụn dõi hiệu_quả,408,Positive
sản_phẩm dưỡng_ẩm tốt thẩm_thấu cực,409,Positive
sản_phẩm thích tư_vấn nhiệt_tình kĩ,411,Positive
hỗn_hợp thiên_dầu nhạy_cảm kích_ứng sữa rửa mặt cảm_giác mê rửa mềm không_hề khô không_ngứa không_đỏ ửng,412,Positive
sản_phẩm tạm ổn không_như,413,Negative
mờ đi thơm_thích lắm,414,Positive
sản phảm sài tốt hàng,415,Positive
sản_phẩm không_như kỳ_vọng chất_lượng kém giá tiền,416,Negative
đắp mê,417,Positive
đỉnh ghê_dầu mụn_rửa mặt vỗ mùi cúc dễ_chịu dịu mướt xài tối đều_đặn mụn rõ_rệt mê,418,Positive
mụn nhỏ_lỗ chân lông tốt,419,Positive
hiện_tượng mụn cố hũ nma không_ổn lắm zalo cảm_nhận cgiac nhưu lớp dầu ăn_trơn trượt cgiac bí lắm hiêu mụn chẳng_rõ_rệt,420,Positive
hôm căng mềm hẳn,421,Positive
xài dầu,422,Positive
đổ bụi trắng dính mặt phí tiền không_sử_dụng,423,Negative
mụn mùi hơi hắc xài mềm,424,Positive
nhẹ_nhàng thoải_mái thư_giãn,425,Positive
sản_phẩm xài tốt_êm lắm,426,Positive
xài tốt nồng_độ dần đầu xài mụn trị thâm_trị mụn,428,Positive
mát thấm cảm_giác khô_thoáng nhẹ kết_hợp dưỡng ẩm cấp_nước lỗ chân_lông cải_thiện lỗ chân_lông hài_lòng,429,Positive
lọ giới_thiệu sản_phẩm lành_tính ẩm hiệu_quả,430,Positive
không_mùi thích bọt bọt nhờn_nhờn xà_bông thích không_bọt không_dính dính hợp_loại giá xài thử,431,Positive
hủ phê đắp mụn uống trà sữa ăn_hàng xưa mặt tầy huầy dồi rẻ ưng thử đi rẻ đắp,432,Positive
tẩy sạch,433,Positive
thời tốt đầu,434,Negative
sản phảm sài tốt hàng,435,Positive
siêu_thích í tối bôi mụt lớp mỏng ngủ dậy môi mềm hồng_hào chuẩn,436,Positive
dịch_vụ chậm sản_phẩm chấp_nhận,437,Negative
ưng_cơ hơi bết dít tiếng đi rửa hơi dính tác_dụng không,438,Positive
sản_phẩm tốt hỗn_hợp tẩy sạch không_khô rửa,440,Positive
dịu không_kích_ứng review ý_định đổi srm,441,Positive
thấm kiềm dầu tốt không_lên,442,Positive
tốt cầu cơ_bản phàn_nàn,443,Negative
sản_phẩm hạn_chế không_thực_sự,444,Negative
hơi thất_vọng sản_phẩm không_như quảng_cáo nêu,445,Negative
vichy rõ_rệt không_mà đẹp mịn hồng,446,Positive
sản_phẩm chất_lượng tẩy hằng,447,Positive
mùi hương dễ_chịu mát giá_thành ổn,448,Positive
dầu không_bị bết vón_cục,449,Positive
chân_ái,451,Positive
sạch tốt không_phù_hợp khô lắm hơi căng mặt,452,Positive
sửa rửa mặt tốt,453,Positive
đầu hơi nóng dần_đắp chủ_yếu căng bóng hôm bóng,454,Positive
không_hẳn tệ không_lại,455,Negative
mùi cực thơm_tẩy tb mụn đầu đen_tẩy giá_thành ổn,456,Positive
mùi thơm mùi kẹo môi căng,457,Positive
chắt tặng,458,Positive
tẩy sạch mùi thơm mắt,459,Positive
mùi cồn,460,Positive
nhầm shop_đổi hàng shop nhiệt_tình,461,Positive
kcn bôi mát_cảm_giác nhẹ_mặt bôi lớp mỏng bôi lớp vón cục gợn trắng_bôi trán chỗ chân tóc vón gợn trắng mắt không_bị_rát gió thổi đi đường mắt chảy nước_mắt khó_chịu,462,Negative
mùi hương dễ_chịu mát giá_thành ổn,464,Positive
chống nắng mãi đỉnh,465,Positive
đắp mát tầm_đắp mịn hẳn test nhãn_hiệu,466,Positive
kiềm dầu tốt cảm_giác thoải_mái,467,Positive
dễ_dàng thoải_mái thư_giãn,468,Positive
ổn,469,Positive
tốt tầm giá không_tẩy mascara_lì hàng tẩy chống nắng dầu mụn_xài,470,Positive
thích xìa không_bị_kích_ứng hiệu_quả căng_bóng,471,Positive
mùi hương dễ_chịu mát_lạnh giá_thành ổn,472,Positive
dễ_dàng thoải_mái thư_giãn,473,Positive
đánh dịch_vụ hasaki hàng vòng_tiếng hàng buồn hàng,474,Negative
sài lắm tủ_lạnh sài mát lạnh khít chân lông_dưỡng ẩm_cực tốt,475,Positive
sạch sâu không_bết dính giá rẻ,476,Positive
hàng tư_vấn,477,Positive
tệ mỏng vụn mặt,478,Negative
mụn dầu đi bác_sĩ liễu bác_sĩ kê đơn xài khỏe không_khô bí,479,Positive
dạo thức học áp_lực căng_thẳng mụn hoành_hành giới_thiệu thử xài biết_ơn lắm trẻ khỏe hẳn mụn thâm sản_phẩm,480,Positive
thích lắm,481,Positive
sữa rửa mặt_thích thế_này mịn_màng hẳn,482,Positive
mùi hương dễ_chịu mát giá_thành,483,Positive
rẻ tốt,484,Positive
mùi hương dễ_chịu mát giá_thành ổn,485,Positive
xịn dầu_xài srm không_thấy hiệu_quả thử ưng tuần đỡ dầu đỡ mụn hẳn rửa cảm_giác sạch không_bị căng mặt đổ dầu chữ má khô kết_hợp xài dưỡng tuyệt_vời đầu hơi đắn_đo giá tiền tiền,486,Positive
thích không_mắt không_đắng chacot sạch mềm,487,Positive
mẫu cảm_giác dưỡng_chất củ,488,Positive
tẩy xài thích,489,Positive
xài xài hũ bùn xài colagen mùi hôi lắm chất đặc khô hơi tán_thành_phần colagen bảng không_tác_dụng lắm,490,Positive
mùi không_dễ mẫu cũ,491,Positive
không_xứng giá tiền chất_lượng kém,492,Negative
dễ_dàng thoải_mái thư_giãn,494,Positive
dịch_vụ chậm_trễ sản_phẩm không_như hình_ảnh,495,Negative
thích hasaki sản_phẩm tẩy,496,Positive
dưỡng ẩm tốt thấm bôi mịn mềm_thích lắm,497,Positive
cầu đợi,498,Negative
tứ,499,Positive
dòng dưỡng trắng yêu_thích ngăm tông không_thấy trắng kết_hợp serum thần_hãng tông không_dạng trắng phát hài_lòng tông,500,Positive
tặng nhật mẹ giảm_giá yêu mẹ sài màu bình trắng không_hợp_tông mẹ kêu mượt_nhẹ,502,Positive
hàng sản_phẩm bôi mát bớt khô vichy chất bàn cám_ơn hasaki hàng,503,Positive
hàng tốt,504,Positive
sữa rửa mặt tốt sạch mụn mịn,506,Positive
chất lương,507,Positive
đọc review_chê kcn bổ rẻ khô lớp finish hơi bóng chừng tệp nâng tông nhẹ_nhàng thích tông nhẹ không_làm mặt mốc xỉn đi tẹo dưỡng dưỡng ẩm_đâu dưỡng ẩm ghét kcn không_thấy mặt bết_dính ngược_lại mềm_mịn,508,Positive
hợp dạng đặc_sệt dạng lỏng bữa đầu khô,509,Negative
mặt_nạ đắp hiệu_quả miếng đắp thử đắp trắng trông,510,Positive
dễ_dàng thoải_mái thư_giản,511,Positive
tốt,512,Positive
ngạc_nhiên sản_phẩm,513,Positive
thích hasaki sản_phẩm tẩy,514,Positive
chống nắng texture đẹp nhà_sunplay hỗn_hợp dầu chân_ái kiềm dầu độ_ẩm vừa_phải tội shop hasaki nhánh hàng hasaki nhập kcn trải_nghiệm không_mắt kháng skinaqua_tone dòng xài tốt hợp hỗn_hợp dầu,515,Positive
rẻ sạch_ổn mụn không_bị rát đỏ mụn hết_mình tiếp,516,Positive
sản_phẩm tốt giá_thành sài bha thời hiệu quảyêu đi,519,Positive
dầu không_sạch cetaphil đầu_tưởng không_sạch không_mềm ẩm_mướt rửa cetaphil_lỡ ổn thử ucerin lành_tính cetaphil không_mắt cerave mắt,520,Positive
siêu_mượt tối bôi dậy môi bóng mềm,521,Positive
dễ_dàng thoải_mái thư_giãn,522,Positive
xài,523,Positive
phục_hồi nghiện corticoid tốt lắm,524,Positive
hasaki nhắn_hủy đơn hàng,525,Negative
hàng quảng_cáo,526,Negative
tẩy,527,Negative
đầu thử sợ thấm sản_phẩm châm chích rát chỗ mẩn đỏ không_chịu không_dám mặt tuần,528,Negative
dễ_chịu dịu giá_thành ổn,529,Positive
tẩy sạch mascara trôi siêu_lì maybeline_thích lắm giá_thành hợp_lí,530,Positive
đầu mùi thơm nhẹ chưa_biết kích_ứng không_nhưng ưng_ý,531,Positive
ẩm ổn_áp lắm chất hơi,532,Positive
sản_phẩm tốt yêu,533,Positive
chê không_xuất_sắc,535,Negative
srm xài không_muốn đổi dầu mụn rữa không_bị dầu_nhờn cảm_giác rữa độ_ẩm đi liễu,536,Positive
xài ổn dịu_nhẹ khả_năng sạch tốt giá_cả,537,Positive
gói cẩn_thận hàng khuyến_mãi quấn kỹ shop dễ_thương làm_việc chuyên_nghiệp hàng giá rẻ,538,Positive
hàng hasaki yên_tâm hàng chuẩn đầy_đủ hàng,539,Positive
dễ_dàng thoải_mái thư_giãn,540,Positive
không_thấm tệp lắm í kiểu bệt_bệt không_lại,541,Negative
sạch tốt hơi rát_bù rửa không_bị căng mềm dạng dầu xài đỡ bóng anti,542,Negative
đóng_gói cẩn_thận dịu nhẹ mùi thơm lắm tốt giá,543,Positive
viết bình_luận hỗn_hợp thiên_dầu mụn mụn_ẩn tẩy cảm_giác dầu đi mặt thoáng châm_chích mụn cải_thiện rõ_rệt_trừ mụn bình_thường ưng_giá,544,Positive
tán vỗ không_ăn vón tẩy chết mùi thơm không_ưng_tí,545,Negative
đầu xài thưởng vô_phạt đi nặn mụn công_dụng lành_tính êm giúp vết_thương lành nè_tích khủng dưỡng_ẩm tốt,546,Positive
chất_lượng kém không_giờ,547,Negative
sản_phẩm mùi hơi nồng không_quá_dưỡng ẩm_dị_ứng nhạy_cảm chừng,548,Negative
mịn mềm giá rẻ toác,549,Positive
lớp ẩm tầm set ráo_nguyên dầu không_cần_dưỡng sạch ưng,550,Positive
srm hãng gọi_là rẻ_siêu_bèo căng bóng lắm không_độ trầm_trọng nổi mụn,552,Negative
chất_lượng,553,Positive
mặt_nạ dưỡng_chất thiết_kế ôm sát mặt không_quá mỏng mùi nhẹ_nhàng không_hề nồng_đắp cảm_giác mặt mịn_màng độ_ẩm cảm_giác thoải_mái,554,Positive
dễ_chịu dịu giá_thành ổn,555,Positive
dễ_dàng thoải_mái thư_giãn,556,Positive
hàngyêu thơm nhẹ êm,557,Positive
xài sạch sâu không_khô căng svr tập_thể đàn_ông xài nghiện dầu_xài mặt thoáng nhẹ hẳn,558,Positive
nhân hộp bì không_có_niêm hộp không_thấy yên_tâm lắm kết_quả chưa_xài chưa_biết,559,Negative
sản_phẩm chất_lượng xài tuần nhờn chống nắng tiện_lợi tối thích,560,Positive
dễ_dàng thoải_mái thư_giãn,561,Positive
nhẹ_nhàng thoải_mái thư_giãn,562,Positive
hàng chống hàng giả,563,Positive
dễ_dàng thoải_mái thư_giãn,564,Positive
kcn không_nâng tone ưu_điểm bôi thấm lót mướt không_bị,565,Positive
sản phẩn chât_lượng sử,566,Positive
giấy mịn chất đặp bóng,567,Positive
hợp dầu mắc,569,Positive
mỏng nhẹ không_vàng áo xài,570,Positive
tốt,571,Positive
mỏng nhẹ chống nắng đỉnh,572,Positive
tẩy tế_bào chết mặt ổn thơm,573,Positive
mùi hương dễ_chịu mát giá_thành ổn,574,Positive
ủng_hộ eucerin dài_dài tuyệt_luôn dòng xịt_khoáng hiệu_quả ẩm eucerin xịn ẩm ẩm suốt,575,Positive
hàng châm_chít hơi sợ tốt mịn_màng dễ_chịu thích yêu,576,Positive
mềm mịn thấm_hút tốt ipek thử thành chân_ái,577,Positive
dễ_dàng thoải_mái thư_giãn,578,Positive
hàng,579,Positive
kiềm dầu tốt sạch sâu ổn,581,Positive
thích hasaki sản_phẩm tẩy,582,Positive
thiên_dầu retinol vàng arbutin trắng_suốt mask dày_dặn dưỡng_chất căng mịn retinol ẩm_kiềm dầu tốt không_gây_kích_ứng mụn không_giảm mụn cũ mask giá rẻ chất_lượng thử,584,Positive
dầu sạch không_quá khô_rửa xíu độ_ẩm xài thử,585,Positive
hồi đầu thử bảng thành_phần đẹp trời trị mụn hiệu_quả tương_xứng tiền,586,Positive
thích hasaki sản_phẩm tẩy,588,Positive
dầu mụn_ẩn chữ xài không_phù_hợp hơi nóng nổi đống mụn nhận_xét xĩu khuyên mạng hỉu kĩ_loại hợp sài đấyyêu,589,Positive
mùi hương dễ_chịu mát giá_thành ổn,590,Positive
tốt,591,Positive
ẩm phục_hồi tốt trị mụn nhẹ chủ_yếu trị mụn dòng khỏe,592,Positive
giá hsv ẩm mịn bảng thành_phần đẹp_độ chuẩn tốt không_nói,593,Positive
ổn,594,Positive
sản_phẩm tốt hàng tư_vấn,595,Positive
cetaphil mềm mịn dầu sữa rửa mặt sữa sạch bọt_rửa sờ_mặt trơn thích tuần thâyd hơi tiếp,596,Positive
dễ_dàng thoải_mái thư_giản,597,Positive
thất_vọng không_giờ,598,Negative
thấm_ráo,599,Positive
sản_phẩm tốt,600,Positive
nhẹ_nhàng thoải_mái thư_giãn,601,Positive
hợp dạng đặc_sệt dạng lỏng bữa đầu khô,602,Negative
cực_kỳ hài_lòng đắp hôm đỡ sưng đỏ đỡ tiết_dầu căng bóng mịn,603,Positive
mùi dễ_chịu,605,Positive
thích mềm không_bị xơ_ổn,606,Positive
dễ_dàng thoải_mái thư_giản,607,Positive
hàng tốt nâng tone giá hơi,608,Negative
không_hợp nguyên vỏ hộp,609,Positive
kèm bông_tẩy,610,Positive
ẩm ổn_áp lắm chất hơi,611,Positive
thích hasaki sản_phẩm tẩy,612,Positive
đỉnh vô mát,613,Positive
sản_phẩm tốt,614,Positive
khảo mãi quyết_định dòng giá tích ổn_áp,616,Positive
không_ưng mặt bết thấm không_ăn_nhập gán phí,618,Negative
sản_phẩm ổn_nếp nhăn cải_thiện không_nhiều_nếp nhăn lắm,619,Positive
test cửa_hàng thích màu tím nâng tone ổn màu xíu mùi hương nhẹ nào_mẫn_cảm,620,Positive
hàng review,621,Positive
sản_phẩm tốt hàng,622,Positive
thích hasaki sản_phẩm tẩy,624,Positive
bha liều viêm khô_cằn rát đỏ godnoc chẳng_nhê quyết_định tái xài hoài retinol,625,Positive
thơm nhẹ mượt,627,Positive
chống nắng sữa,628,Positive
nhạy_cảm cân_nhắc rửa căng mặt,629,Negative
cầu đợi,630,Negative
dầu kiềm dầu tốt sài loãng xịt hơi tuýp,631,Positive
tuần thương_hiệu đắt tiền kiểu tiền hít đồ thơm,632,Positive
tiền thấm_ráo không_mùi không_gây cảm_giác ngứa xài hơi đầu_tư,633,Positive
xài lắm chống nắng chân_ái,634,Positive
hỗn_hợp thiên_dầu kcn đổ dầu không_nâng tone nhiêu chức_năng chống tán thời,635,Negative
ổn nhạy_cảm xài hơi không_thích mùi hắc lắm màu xài ổn lắm,636,Positive
mùi thơm dậy mặt không_bị_dầu nặn mụn hơi rát,637,Positive
thích hasaki sản_phẩm tẩy,638,Positive
dễ_chịu sạch,639,Positive
ổn sạch sâu,640,Positive
serum hồng klairs_trị mụn lrp dou bôi trưa chiều mụn mờ,641,Positive
tốt tồn_tại,642,Positive
dẽ_dàng thoải_mái,643,Positive
dòng acnes đỉnh mụn hiệu_quả tuần cải_thiện chất mùi nhẹ không_hắc thấm,644,Positive
kiểu tiền nấy_xài tẩy hàng hơi,646,Positive
màu mịn màu vàng nhạt hãng bảo bình_thường,647,Positive
dầu mụn_ẩn tuần khỏe lỗ chân lông thông_thoáng mụn hàng việt,648,Positive
hơi thích rửa sạch không_bị cảm_giác khô,649,Positive
giá rẻ hãng yên_tâm cực bảo review tốt thử,650,Positive
bôi bệch trắng mỏng nhẹ dễ_chịu lỗ chân lông không_sáng lắm,651,Negative
nhạy_cảm thích ghê,653,Positive
dễ_chịu rấy dịu giá_thành ổn,654,Positive
sản_phẩm nhạy_cảm_tẩy mắt không_bị_bioderma tốt,655,Positive
cực_kỳ dầu nhma rửa độ_ẩm thích không_mùi gắt_nồng sản_phẩm mùi nhẹ,656,Positive
không_nhìn kĩ_thành màu dính khẩu hơi bết tán,657,Positive
hộp hộp hộp zẫy sài tốt,658,Positive
mặt_nạ hiệu_quả dưỡng chất hơi,659,Positive
sản_phẩm,660,Positive
mặt_nạ đầu sợ dị_ứng cười làm_liều đắp thử ngờ,661,Positive
tốt,662,Positive
sản_phẩm chân_ái không_muốn đổi rửa mặt hơi căng khô_xí ẩm đầy_đủ dầu mụn sài thích cực,663,Positive
chống nắng tốt lắm hợp sản_phẩm lắm,664,Positive
giá rẻ sản_phẩm chất_lượng,665,Positive
shop hàng không_thấy tặng tím,666,Negative
hasaki cảm_nhận thích hợp tẩy,667,Positive
đầu xài mùi thơm dễ_chịu khô tàn_xài,668,Positive
sản phảm hàng dịp ủng_hộ shop tiếp,669,Positive
sản_phẩm tốt lắm,670,Positive
sản_phẩm bình dịch_vụ bất_tiện,671,Negative
